id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ENSG00000213918.11	3	0.69043	0.69046	1.0	12458	0	-0.40863	0.19075	0.29719	0.986596	6124	1	-0.40863
ENSG00000160293.17	3	0.69043	0.69046	1.0	12459	0	-0.33338	0.17999	0.28254	0.98529	5822	1	-0.33338
ENSG00000284308.2	3	0.69043	0.69046	1.0	12460	0	-0.22234	0.12621	0.20831	0.976519	4353	1	-0.22234
ENSG00000137185.13	3	0.69043	0.69046	1.0	12461	0	0.63681	0.1886	0.29424	0.985876	6059	2	0.63681
ENSG00000121454.6	3	0.69043	0.69046	1.0	12462	0	-0.3313	0.82468	0.82473	1.0	15565	0	-0.3313
ENSG00000146530.15	3	0.69043	0.69046	1.0	12463	0	0.013684	0.68982	0.68983	1.0	13221	0	0.013684
ENSG00000206026.7	4	0.69047	0.70409	1.0	12464	1	0.069558	0.69766	0.69965	1.0	13353	1	0.069558
ENSG00000214954.9	4	0.69047	0.70409	1.0	12465	1	0.42646	0.029607	0.074417	0.926534	1523	2	0.42646
ENSG00000204941.14	3	0.69068	0.6907	1.0	12466	0	0.89538	0.092218	0.16048	0.950794	3451	2	0.89538
ENSG00000136068.16	3	0.69085	0.69088	1.0	12467	0	0.0063604	0.0090879	0.024438	0.84638	597	1	0.0063604
ENSG00000184500.16	3	0.69085	0.69088	1.0	12468	0	0.29937	0.44366	0.4703	1.0	9405	1	0.29937
ENSG00000152076.19	3	0.69085	0.69088	1.0	12469	0	0.94045	0.085507	0.15095	0.94789	3237	2	0.94045
ENSG00000114270.18	3	0.69085	0.69088	1.0	12470	0	0.32224	0.7618	0.76212	1.0	14455	0	0.32224
ENSG00000267022.1	3	0.69085	0.69088	1.0	12471	0	0.0	0.77417	0.77442	1.0	14671	0	0.0
ENSG00000159885.14	3	0.69085	0.69088	1.0	12472	0	0.0	0.77417	0.77442	1.0	14672	0	0.0
ENSG00000274226.6	3	0.69085	0.69088	1.0	12473	0	-0.59853	0.67597	0.67597	1.0	12971	0	-0.59853
ENSG00000119699.8	3	0.69085	0.69088	1.0	12474	0	-0.12227	0.5152	0.52678	1.0	10384	1	-0.12227
ENSG00000096088.16	3	0.69104	0.69107	1.0	12475	0	0.7944	0.12415	0.20543	0.976519	4295	2	0.7944
ENSG00000157168.22	6	0.69113	0.77965	1.0	12476	1	0.40904	0.16036	0.31409	0.991937	5311	3	0.40904
ENSG00000056050.7	3	0.69116	0.69119	1.0	12477	0	-0.066535	0.21409	0.31676	0.993548	6509	1	-0.066535
ENSG00000162595.8	3	0.69116	0.69119	1.0	12478	0	0.29079	0.75404	0.75428	1.0	14325	0	0.29079
ENSG00000188223.9	3	0.69116	0.69119	1.0	12479	0	0.59164	0.31276	0.37848	0.998414	7751	1	0.59164
ENSG00000141562.19	3	0.69116	0.69119	1.0	12480	0	0.23802	0.33425	0.39262	1.0	8016	1	0.23802
ENSG00000003987.14	3	0.69116	0.69119	1.0	12481	0	0.10683	0.14157	0.22969	0.98051	4764	1	0.10683
ENSG00000119318.13	3	0.69116	0.69119	1.0	12482	0	-0.23617	0.91407	0.91414	1.0	17062	0	-0.23617
ENSG00000180772.8	4	0.69125	0.70468	1.0	12483	1	1.0091	0.04251	0.10173	0.94789	1912	3	1.0091
ENSG00000134198.10	3	0.69135	0.69138	1.0	12484	0	0.19274	0.28689	0.36165	0.997278	7417	1	0.19274
ENSG00000183378.13	3	0.69135	0.69138	1.0	12485	0	0.2931	0.24981	0.33849	0.995988	6922	1	0.2931
ENSG00000090534.20	3	0.69135	0.69138	1.0	12486	0	0.1842	0.557	0.56233	1.0	11048	1	0.1842
ENSG00000082458.12	3	0.69135	0.69138	1.0	12487	0	-0.16791	0.81219	0.81218	1.0	15335	0	-0.16791
ENSG00000196664.5	3	0.69143	0.69147	1.0	12488	0	0.252	0.046496	0.094302	0.94789	2035	1	0.252
ENSG00000076604.16	3	0.69152	0.69156	1.0	12489	0	0.75381	0.13858	0.22552	0.98051	4674	2	0.75381
