id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ENSG00000178502.6	3	0.3143	0.36033	0.999999	5240	1	0.32564	0.084022	0.16702	0.897519	3803	1	0.32564
ENSG00000162069.16	3	0.31445	0.36044	0.999999	5241	1	0.079041	0.56613	0.60093	1.0	11568	1	0.079041
ENSG00000159184.8	3	0.31449	0.36046	0.999999	5242	1	0.045295	0.7989	0.79902	1.0	14886	0	0.045295
ENSG00000139154.16	3	0.31474	0.36065	0.999999	5243	1	0.14496	0.42437	0.51293	1.0	10118	1	0.14496
ENSG00000179832.18	5	0.31498	0.44986	0.999999	5244	2	-0.24128	0.99163	0.99165	1.0	18211	0	-0.24128
ENSG00000108100.18	3	0.31519	0.36092	0.999999	5245	1	-0.10892	0.42927	0.51571	1.0	10163	1	-0.10892
ENSG00000089094.21	6	0.3152	0.46426	0.999999	5246	1	0.5175	0.080522	0.21001	0.92776	3706	4	0.5175
ENSG00000171988.20	3	0.31533	0.36101	0.999999	5247	1	0.30971	0.49304	0.55348	1.0	10792	1	0.30971
ENSG00000021355.13	3	0.31541	0.36106	0.999999	5248	1	0.14617	0.17568	0.28455	0.960486	6035	1	0.14617
ENSG00000162804.15	3	0.31544	0.36108	0.999999	5249	1	0.22733	0.11579	0.20824	0.926636	4614	1	0.22733
ENSG00000176155.21	5	0.31557	0.45049	0.999999	5250	2	-0.37282	0.19761	0.37394	0.989325	6568	1	-0.37282
ENSG00000139613.12	3	0.31599	0.36148	0.999999	5251	1	-0.066768	0.88298	0.88308	1.0	16197	0	-0.066768
ENSG00000180336.18	3	0.31607	0.36153	0.999999	5252	1	-0.40203	0.61229	0.63362	1.0	12122	1	-0.40203
ENSG00000256566.1	3	0.31647	0.36183	0.999999	5253	1	-1.5526	0.1798	0.28979	0.961047	6148	2	-1.5526
ENSG00000118004.18	3	0.31658	0.3619	0.999999	5254	1	0.28453	0.32601	0.45985	1.0	9236	1	0.28453
ENSG00000172901.21	3	0.31662	0.36194	0.999999	5255	1	-0.16039	0.86561	0.86566	1.0	15921	0	-0.16039
ENSG00000157168.22	6	0.31665	0.46559	0.999999	5256	1	0.68335	0.022552	0.080288	0.847232	1420	4	0.68335
ENSG00000135297.17	3	0.31673	0.362	0.999999	5257	1	0.19321	0.20917	0.32639	0.973443	6835	1	0.19321
ENSG00000186844.6	3	0.31695	0.36217	0.999999	5258	1	0.48869	0.21044	0.32796	0.973443	6870	2	0.48869
ENSG00000259803.8	6	0.31697	0.46589	0.999999	5259	2	0.12499	0.26088	0.4667	1.0	7970	3	0.12499
ENSG00000132205.11	3	0.31699	0.36219	0.999999	5260	1	-0.28496	0.95101	0.95128	1.0	17319	0	-0.28496
ENSG00000013588.10	3	0.31717	0.36232	0.999999	5261	1	0.17996	0.32739	0.46057	1.0	9248	1	0.17996
ENSG00000004864.14	3	0.31724	0.36238	0.999999	5262	1	-0.11697	0.74771	0.74806	1.0	14013	1	-0.11697
ENSG00000144369.14	3	0.31728	0.36241	0.999999	5263	1	-0.19489	0.78322	0.78338	1.0	14624	0	-0.19489
ENSG00000131507.11	3	0.31732	0.36243	0.999999	5264	1	-0.23107	0.92066	0.92074	1.0	16802	0	-0.23107
ENSG00000167625.12	3	0.31735	0.36246	0.999999	5265	1	0.047841	0.68566	0.69137	1.0	13064	1	0.047841
ENSG00000160789.25	3	0.31743	0.36251	0.999999	5266	1	-0.38642	0.94813	0.94836	1.0	17270	0	-0.38642
ENSG00000119231.11	3	0.31754	0.36259	0.999999	5267	1	-0.040952	0.49739	0.55617	1.0	10837	1	-0.040952
ENSG00000284554.2	3	0.31761	0.36264	0.999999	5268	1	-0.1829	0.50569	0.56134	1.0	10925	1	-0.1829
ENSG00000101224.18	3	0.31765	0.36266	0.999999	5269	1	-0.29621	0.88054	0.88061	1.0	16158	0	-0.29621
ENSG00000157570.12	3	0.31768	0.3627	0.999999	5270	1	-0.048515	0.73591	0.73659	1.0	13802	1	-0.048515
ENSG00000130717.13	3	0.31787	0.36282	0.999999	5271	1	0.45178	0.28116	0.41404	1.0	8392	2	0.45178
ENSG00000213471.10	5	0.31789	0.45299	0.999999	5272	2	0.51248	0.19063	0.36424	0.989325	6399	2	0.51248
ENSG00000101180.17	3	0.31794	0.36287	0.999999	5273	1	-0.16208	0.88004	0.8801	1.0	16150	0	-0.16208
ENSG00000139318.8	3	0.31805	0.36295	0.999999	5274	1	-0.19495	0.66072	0.67074	1.0	12705	1	-0.19495
ENSG00000131373.15	3	0.31812	0.363	0.999999	5275	1	0.35213	0.31202	0.45114	1.0	9084	2	0.35213
ENSG00000108774.15	3	0.31842	0.36323	0.999999	5276	1	0.06094	0.67994	0.68654	1.0	12986	1	0.06094
ENSG00000049239.13	3	0.31845	0.36326	0.999999	5277	1	0.38454	0.19643	0.31057	0.967699	6534	2	0.38454
ENSG00000121578.13	3	0.31856	0.36333	0.999999	5278	1	0.1168	0.68005	0.68662	1.0	12989	1	0.1168
ENSG00000076344.16	3	0.31893	0.3636	0.999999	5279	1	0.055196	0.66856	0.67702	1.0	12825	1	0.055196
ENSG00000066027.12	3	0.31926	0.36384	0.999999	5280	1	0.15383	0.65957	0.66983	1.0	12693	1	0.15383
ENSG00000269179.1	3	0.3193	0.36386	0.999999	5281	1	-0.15072	0.094516	0.18073	0.907004	4089	1	-0.15072
